OBJECTID,CONDO_BK,CONDO_PG,BK_PG,DOC_DATE,SQUARE,SUFFIX,REC_LOT,O_LOTS,TAX_LOT,MAT_SSL,MISC,REGIME,REGIME_ID
23683,77,50,77/50,2013-06-04T00:00:00.000Z,0445,,0044,,,0445    0044,,4121,10092
23684,80,9,80/9,2013-09-30T00:00:00.000Z,0453,,0058,,,0453    0058,,5030,10093
23068,77,22,77/22,2012-08-28T00:00:00.000Z,2541,,0016,,,2541    0016,,1453,10033
23105,78,8,78/8,2013-02-11T00:00:00.000Z,0416,,0032,,,0416    0032,,4106,10068
23049,76,29,76/29,2012-04-25T00:00:00.000Z,0331,,0029,,,0331    0029,,4081,10014
23045,77,19,77/19,2012-08-16T00:00:00.000Z,0240,,0082,,,0240    0082,,4076,10010
23102,78,13,78/13,2013-01-09T00:00:00.000Z,0363,,0085,,,0363    0085,,4103,10065
23046,77,9,77/9,2012-08-13T00:00:00.000Z,0275,,0025,,,0275    0025,,4077,10011
23113,77,24,77/24,2012-11-08T00:00:00.000Z,1874,,0040,,,1874    0040,,3199,10076
23115,78,1,78/1,2012-11-21T00:00:00.000Z,2668,,0062,,,2668    0062,,5008,10078
23695,70,30,70/30,2013-09-26T00:00:00.000Z,0617,,0237,"0235,0236,0238",,0617    0237,,4128,10102
23104,78,16,78/16,2013-01-08T00:00:00.000Z,0397,,0022,,,0397    0022,,4105,10067
23069,77,23,77/23,2012-08-21T00:00:00.000Z,2576,,0031,,,2576    0031,,1455,10034
23109,78,40,78/40,2013-03-29T00:00:00.000Z,0776,,0054,,,0776    0054,,4111,10072
23059,77,4,77/4,2012-07-11T00:00:00.000Z,0618,,0078,,,0618    0078,,4090,10024
23044,77,31,77/31,2012-09-28T00:00:00.000Z,0205,,0052,,,0205    0052,,4075,10009
23114,77,45,77/45,2012-11-02T00:00:00.000Z,2614,,0043,,,2614    0043,,5007,10077
23117,77,40,77/40,2012-10-18T00:00:00.000Z,2676,,0797,,,2676    0797,,5009,10080
23073,76,47,76/47,2012-07-05T00:00:00.000Z,2670,,0095,0803,,2670    0095,,1457,10038
23083,76,26,76/26,2012-04-11T00:00:00.000Z,3080,,0077,0076,,3080    0077,,1465,10048
23691,79,30,79/30,2013-08-30T00:00:00.000Z,0553,W,0026,,,0553W   0026,,4142,10100
23368,40,36,40/36,,2529,,0307,,,2529    0307,,1110,107
23062,77,17,77/17,2012-07-23T00:00:00.000Z,0693,,0094,,,0693    0094,Condo lots 2001 - 2002 were cancelled on 5/2/2018,4091,10027
23072,77,37,77/37,2012-09-20T00:00:00.000Z,2669,,0044,0825,,2669    0044,,5005,10037
23048,77,14,77/14,2012-07-19T00:00:00.000Z,0314,,0003,,,0314    0003,,4080,10013
23108,78,24,78/24,2013-03-21T00:00:00.000Z,0523,,0024,"0025,0026",,0523    0024,,4115,10071
23054,77,39,77/39,2012-09-28T00:00:00.000Z,0477,,0043,,,0477    0043,,4098,10019
23071,77,10,77/10,2012-08-13T00:00:00.000Z,2607,,2024,0085,,2607    2024,,1748,10036
23363,35,50,35/50,1986-08-29T00:00:00.000Z,0081,,0102,,,0081    0102,,0037,10085
23693,70,30,70/30,2013-09-26T00:00:00.000Z,0617,,0235,"0236,0237,0238",,0617    0235,,4128,10102
23375,79,4,79/4,2013-09-19T00:00:00.000Z,0177,,0019,,,0177    0019,,4119,10088
23055,76,41,76/41,2012-06-22T00:00:00.000Z,0514,,0098,,,0514    0098,,4086,10020
23374,79,10,79/10,2013-08-12T00:00:00.000Z,0152,,0197,,,0152    0197,,2103,722
23106,78,10,78/10,2012-12-27T00:00:00.000Z,0421,,0067,,,0421    0067,,4107,10069
23065,73,10,73/10,2012-06-26T00:00:00.000Z,0959,,0037,,,0959    0037,,4096,10030
23064,77,16,77/16,2012-07-27T00:00:00.000Z,0859,,0058,,,0859    0058,,4095,10029
23093,76,33,76/33,2012-05-15T00:00:00.000Z,3520,,0089,,,3520    0089,,1472,10058
23689,79,29,79/29,2013-07-17T00:00:00.000Z,0513,,0036,,0944,0513    0944,,4125,10098
26900,90,23,90/23,2016-06-03T00:00:00.000Z,0050,,0085,,,0050    0085,,0038,10264
26275,80,15,80/15,2013-11-25T00:00:00.000Z,0995,,0061,,,0995    0061,,4172,10242
26896,81,22,81/22,2014-03-19T00:00:00.000Z,0441,,0099,"0861,0866,0867,7000,7004,7005,7006,7007,7008,7009,7010,7011,7012,7013,7014,7015,7016,7017,7018,7019,7020,7021,7022,7028,7029,7030",,0441    7031,,4183,10225
26261,81,34,81/34,2014-01-28T00:00:00.000Z,2844,,0120,,,2844    0120,,5083,10228
26571,81,22,81/22,2014-03-19T00:00:00.000Z,0441,,0099,"0861,0866,0867,7000,7004,7006,7007,7008,7009,7010,7011,7012,7013,7014,7015,7016,7017,7018,7019,7020,7021,7022,7028,7029,7030,7031",,0441    7005,,4183,10225
26893,81,22,81/22,2014-03-19T00:00:00.000Z,0441,,0099,"0861,0866,0867,7000,7004,7005,7006,7007,7008,7009,7010,7011,7012,7013,7014,7015,7016,7017,7018,7019,7020,7021,7022,7029,7030,7031",,0441    7028,,4183,10225
26271,82,3,82/3,2014-03-31T00:00:00.000Z,2536,,0005,,0802,2536    0802,,5068,10238
26269,80,32,80/32,2013-11-26T00:00:00.000Z,2556,,0019,,,2556    0019,,5070,10236
26902,97,11,97/11,,0037,,0057,"7029,7030,7031,7032,7034,7036",0864,0037    7022,,5616,10267
26258,80,19,80/19,2013-12-05T00:00:00.000Z,2898,,0032,,,2898    0032,,4183,10225
26259,81,16,81/16,2014-01-16T00:00:00.000Z,2894,,0018,,0910,2894    0910,,5108,10226
26569,81,22,81/22,2014-03-19T00:00:00.000Z,0441,,0099,"0861,0866,0867,7004,7005,7006,7007,7008,7009,7010,7011,7012,7013,7014,7015,7016,7017,7018,7019,7020,7021,7022,7028,7029,7030,7031",,0441    7000,,4183,10225
26263,80,28,80/28,2013-10-24T00:00:00.000Z,2838,,0044,,,2838    0044,,5080,10230
26257,81,29,81/29,2014-03-19T00:00:00.000Z,0441,,0100,"0099,0871,0874,0877,7032,7034",<Null>,0441    7035,,4178,10193
26891,81,22,81/22,2014-03-19T00:00:00.000Z,0441,,0099,"0861,0866,0867,7000,7004,7005,7006,7007,7008,7009,7010,7011,7012,7013,7014,7015,7016,7017,7018,7019,7020,7022,7028,7029,7030,7031",,0441    7021,,4183,10225
26268,81,9,81/9,2014-08-15T00:00:00.000Z,2566,,0082,,,2566    0082,,5072,10235
26882,81,22,81/22,2014-03-19T00:00:00.000Z,0441,,0099,"0861,0866,0867,7000,7004,7005,7006,7007,7008,7009,7010,7011,7013,7014,7015,7016,7017,7018,7019,7020,7021,7022,7028,7029,7030,7031",,0441    7012,,4183,10225
26272,73,40,73/40,2013-12-19T00:00:00.000Z,2132,,0032,,0833,2132    0833,,5106,10239
26904,97,11,97/11,,0037,,0057,"7022,7029,7031,7032,7034,7036",0864,0037    7030,,5616,10267
26895,81,22,81/22,2014-03-19T00:00:00.000Z,0441,,0099,"0861,0866,0867,7000,7004,7005,7006,7007,7008,7009,7010,7011,7012,7013,7014,7015,7016,7017,7018,7019,7020,7021,7022,7028,7029,7031",,0441    7030,,4183,10225
26270,80,23,80/23,2013-10-17T00:00:00.000Z,2549,,0437,,,2549    0437,,5069,10237
26909,87,14,87/14,,0070,,0184,,,0070    0184,,1040,38
26262,81,34,81/34,2014-03-10T00:00:00.000Z,2844,,0119,,,2844    0119,,5083,10229
26248,81,28,81/28,2014-03-19T00:00:00.000Z,0441,,0099,"0100,0860,0862,0868,0875,7001,7033,7036",0863,0441    0863,,4182,10194
26897,81,50,81/50,2014-03-31T00:00:00.000Z,0054,,0030,2002,,0054    2001,,4047,3080
26881,81,22,81/22,2014-03-19T00:00:00.000Z,0441,,0099,"0861,0866,0867,7000,7004,7005,7006,7007,7008,7009,7010,7012,7013,7014,7015,7016,7017,7018,7019,7020,7021,7022,7028,7029,7030,7031",,0441    7011,,4183,10225
26899,83,41,83/41,2014-09-29T00:00:00.000Z,0054,,0030,2002,,0054    0843,,4047,3080
26264,81,26,81/26,2014-01-29T00:00:00.000Z,2834,,0174,,,2834    0174,,5111,10231
26883,81,22,81/22,2014-03-19T00:00:00.000Z,0441,,0099,"0861,0866,0867,7000,7004,7005,7006,7007,7008,7009,7010,7011,7012,7014,7015,7016,7017,7018,7019,7020,7021,7022,7028,7029,7030,7031",,0441    7013,,4183,10225
26253,81,29,81/29,2014-03-19T00:00:00.000Z,0441,,0100,"0099,0874,0877,7032,7034,7035",0871,0441    0871,,4178,10193
26568,81,22,81/22,2014-03-19T00:00:00.000Z,0441,,0099,"0861,0867,7000,7004,7005,7006,7007,7008,7009,7010,7011,7012,7013,7014,7015,7016,7017,7018,7019,7020,7021,7022,7028,7029,7030,7031",0866,0441    0866,,4183,10225
26888,81,22,81/22,2014-03-19T00:00:00.000Z,0441,,0099,"0861,0866,0867,7000,7004,7005,7006,7007,7008,7009,7010,7011,7012,7013,7014,7015,7016,7017,7019,7020,7021,7022,7028,7029,7030,7031",,0441    7018,,4183,10225
26273,80,41,80/41,2013-11-13T00:00:00.000Z,1045,,0138,,0846,1045    0846,,4174,10240
26254,81,29,81/29,2014-03-19T00:00:00.000Z,0441,,0100,"0099,0871,0874,7032,7034,7035",0877,0441    0877,,4178,10193
26570,81,22,81/22,2014-03-19T00:00:00.000Z,0441,,0099,"0861,0866,0867,7000,7005,7006,7007,7008,7009,7010,7011,7012,7013,7014,7015,7016,7017,7018,7019,7020,7021,7022,7028,7029,7030,7031",,0441    7004,,4183,10225
26267,81,3,81/3,2013-12-12T00:00:00.000Z,2581,,0475,,,2581    0475,,5116,10234
26903,97,11,97/11,,0037,,0057,"7022,7030,7031,7032,7034,7036",0864,0037    7029,,5616,10267
26576,81,22,81/22,2014-03-19T00:00:00.000Z,0441,,0099,"0861,0866,0867,7000,7004,7005,7006,7007,7008,7009,7011,7012,7013,7014,7015,7016,7017,7018,7019,7020,7021,7022,7028,7029,7030,7031",,0441    7010,,4183,10225
26907,97,11,97/11,,0037,,0057,"7022,7029,7030,7031,7032,7036",0864,0037    7034,,5616,10267
26901,97,11,97/11,,0037,,0057,"7022,7029,7030,7031,7032,7034,7036",0864,0037    0864,,5616,10267
26276,81,22,81/22,2014-03-19T00:00:00.000Z,0441,,0099,"0861,0867,7000,7004,7005,7006,7007,7008,7009,7010,7011,7012,7013,7014,7015,7016,7017,7018,7019,7020,7021,7022,7028,7029,7030,7031",0867,0441    0867,,4183,10243
26574,81,22,81/22,2014-03-19T00:00:00.000Z,0441,,0099,"0861,0866,0867,7000,7004,7005,7006,7007,7009,7010,7011,7012,7013,7014,7015,7016,7017,7018,7019,7020,7021,7022,7028,7029,7030,7031",,0441    7008,,4183,10225
26889,81,22,81/22,2014-03-19T00:00:00.000Z,0441,,0099,"0861,0866,0867,7000,7004,7005,7006,7007,7008,7009,7010,7011,7012,7013,7014,7015,7016,7017,7018,7020,7021,7022,7028,7029,7030,7031",,0441    7019,,4183,10225
26256,81,29,81/29,2014-03-19T00:00:00.000Z,0441,,0100,"0099,0871,0874,0877,7032,7035",<Null>,0441    7034,,4178,10193
26575,81,22,81/22,2014-03-19T00:00:00.000Z,0441,,0099,"0861,0866,0867,7000,7004,7005,7006,7007,7008,7010,7011,7012,7013,7014,7015,7016,7017,7018,7019,7020,7021,7022,7028,7029,7030,7031",,0441    7009,,4183,10225
26260,81,8,81/8,2014-03-10T00:00:00.000Z,2859,,0093,,,2859    0093,,5084,10227
26249,81,28,81/28,2014-03-19T00:00:00.000Z,0441,,0099,"0100,0860,0862,0863,0875,7001,7033,7036",0868,0441    0868,,4182,10194
26894,81,22,81/22,2014-03-19T00:00:00.000Z,0441,,0099,"0861,0866,0867,7000,7004,7005,7006,7007,7008,7009,7010,7011,7012,7013,7014,7015,7016,7017,7018,7019,7020,7021,7022,7028,7030,7031",,0441    7029,,4183,10225
26887,81,22,81/22,2014-03-19T00:00:00.000Z,0441,,0099,"0861,0866,0867,7000,7004,7005,7006,7007,7008,7009,7010,7011,7012,7013,7014,7015,7016,7018,7019,7020,7021,7022,7028,7029,7030,7031",,0441    7017,,4183,10225
26906,97,11,97/11,,0037,,0057,"7022,7029,7030,7031,7034,7036",0864,0037    7032,,5616,10267
26898,81,50,81/50,2014-03-31T00:00:00.000Z,0054,,0030,2001,,0054    2002,,4047,3080
26266,80,13,80/13,2013-11-14T00:00:00.000Z,2684,,0535,,,2684    0535,,5110,10233
26247,81,28,81/28,2014-03-19T00:00:00.000Z,0441,,0099,"0100,0860,0863,0868,0875,7001,7033,7036",0862,0441    0862,,4182,10194
26265,81,37,81/37,2014-01-29T00:00:00.000Z,2833,,0120,,,2833    0120,,5078,10232
26250,81,28,81/28,2014-03-19T00:00:00.000Z,0441,,0099,"0100,0860,0862,0863,0868,0875,7033,7036",,0441    7001,,4182,10194
26274,80,30,80/30,2013-11-15T00:00:00.000Z,1002,,0091,,,1002    0091,,4173,10241
26892,81,22,81/22,2014-03-19T00:00:00.000Z,0441,,0099,"0861,0866,0867,7000,7004,7005,7006,7007,7008,7009,7010,7011,7012,7013,7014,7015,7016,7017,7018,7019,7020,7021,7028,7029,7030,7031",,0441    7022,,4183,10225
26890,81,22,81/22,2014-03-19T00:00:00.000Z,0441,,0099,"0861,0866,0867,7000,7004,7005,7006,7007,7008,7009,7010,7011,7012,7013,7014,7015,7016,7017,7018,7019,7021,7022,7028,7029,7030,7031",,0441    7020,,4183,10225
26885,81,22,81/22,2014-03-19T00:00:00.000Z,0441,,0099,"0861,0866,0867,7000,7004,7005,7006,7007,7008,7009,7010,7011,7012,7013,7014,7016,7017,7018,7019,7020,7021,7022,7028,7029,7030,7031",,0441    7015,,4183,10225
26572,81,22,81/22,2014-03-19T00:00:00.000Z,0441,,0099,"0861,0866,0867,7000,7004,7005,7007,7008,7009,7010,7011,7012,7013,7014,7015,7016,7017,7018,7019,7020,7021,7022,7028,7029,7030,7031",,0441    7006,,4183,10225
26573,81,22,81/22,2014-03-19T00:00:00.000Z,0441,,0099,"0861,0866,0867,7000,7004,7005,7006,7008,7009,7010,7011,7012,7013,7014,7015,7016,7017,7018,7019,7020,7021,7022,7028,7029,7030,7031",,0441    7007,,4183,10225
26252,81,28,81/28,2014-03-19T00:00:00.000Z,0441,,0099,"0100,0860,0862,0863,0868,0875,7001,7036",,0441    7033,,4182,10194
26908,97,11,97/11,,0037,,0057,"7022,7029,7030,7031,7032,7034",0864,0037    7036,,5616,10267
26255,81,29,81/29,2014-03-19T00:00:00.000Z,0441,,0100,"0099,0871,0874,0877,7034,7035",<Null>,0441    7032,,4178,10193
26910,96,9,96/9,2017-09-29T00:00:00.000Z,0092,,0065,,,0092    0065,,0039,10265
26884,81,22,81/22,2014-03-19T00:00:00.000Z,0441,,0099,"0861,0866,0867,7000,7004,7005,7006,7007,7008,7009,7010,7011,7012,7013,7015,7016,7017,7018,7019,7020,7021,7022,7028,7029,7030,7031",,0441    7014,,4183,10225
26886,81,22,81/22,2014-03-19T00:00:00.000Z,0441,,0099,"0861,0866,0867,7000,7004,7005,7006,7007,7008,7009,7010,7011,7012,7013,7014,7015,7017,7018,7019,7020,7021,7022,7028,7029,7030,7031",,0441    7016,,4183,10225
26567,81,22,81/22,2014-03-19T00:00:00.000Z,0441,,0099,"0866,0867,7000,7004,7005,7006,7007,7008,7009,7010,7011,7012,7013,7014,7015,7016,7017,7018,7019,7020,7021,7022,7028,7029,7030,7031",0861,0441    0861,,4183,10225
26905,97,11,97/11,,0037,,0057,"7022,7029,7030,7032,7034,7036",0864,0037    7031,,5616,10267
26251,81,28,81/28,2014-03-19T00:00:00.000Z,0441,,0099,"0100,0860,0862,0863,0868,0875,7001,7033",<Null>,0441    7036,,4182,10194
25921,77,47,77/47,2012-11-28T00:00:00.000Z,4327,,,"0807,0809,0810,0811",0808,4327    0808,,3200,10171
25955,81,28,81/28,2014-03-19T00:00:00.000Z,0441,,0099,"0100,0862,0863,0868,0875,7001,7033,7036",0860,0441    0860,,4182,10194
25964,80,37,80/37,2014-08-11T00:00:00.000Z,0617,,0038,,,0617    0038,,4166,10203
25923,77,47,77/47,2012-11-28T00:00:00.000Z,4327,,,"0807,0808,0809,0811",0810,4327    0810,,3200,10171
25940,80,16,80/16,2013-09-30T00:00:00.000Z,0331,,0053,,,0331    0053,,4149,10180
25949,80,36,80/36,2014-08-06T00:00:00.000Z,3568,,0069,,,3568    0069,,5099,10188
25942,81,2,81/2,2014-08-04T00:00:00.000Z,0542,,0089,,0824,0542    0824,,4184,10182
25934,81,39,81/39,2014-03-12T00:00:00.000Z,0133,,0142,,,0133    0142,,4143,10174
25922,77,47,77/47,2012-11-28T00:00:00.000Z,4327,,,"0807,0808,0810,0811",0809,4327    0809,,3200,10171
25936,81,44,81/44,2014-07-30T00:00:00.000Z,0191,,0103,,,0191    0103,,4145,10176
25951,80,47,80/47,2013-11-13T00:00:00.000Z,0333,,0044,0043,,0333    0044,,4151,10190
25924,77,47,77/47,2012-11-28T00:00:00.000Z,4327,,,"0807,0808,0809,0810",0811,4327    0811,,3200,10171
25602,79,3,79/3,2013-05-28T00:00:00.000Z,4045,,0034,,,4045    0034,,5063,10168
25925,78,29,78/29,2013-03-15T00:00:00.000Z,4327,,,"0813,0814,0815,0816,0817",0812,4327    0812,,3200,10171
25956,81,28,81/28,2014-03-19T00:00:00.000Z,0441,,0099,"0100,0860,0862,0863,0868,7001,7033,7036",0875,0441    0875,,4182,10194
25973,80,17,80/17,2014-03-14T00:00:00.000Z,3566,,0083,,,3566    0083,,5097,10212
25292,78,9,78/9,2012-12-27T00:00:00.000Z,3570,,0060,0059,,3570    0060,,5018,10164
25614,78,27,78/27,2013-03-25T00:00:00.000Z,4048,,0066,0065,,4048    0066,,5064,10169
25285,79,36,79/36,2013-08-15T00:00:00.000Z,3304,,0072,,,3304    0072,,3201,10161
25971,81,19,81/19,2014-01-28T00:00:00.000Z,0911,,0024,,,0911    0024,,4171,10210
25947,80,43,80/43,2014-01-06T00:00:00.000Z,2841,,0117,,,2841    0117,,5107,10186
25284,78,44,78/44,2013-05-30T00:00:00.000Z,3127,,0142,,,3127    0142,,5060,10160
25945,80,31,80/31,2013-12-02T00:00:00.000Z,2669,,0023,,,2669    0023,,5074,10184
25282,78,15,78/15,2013-01-17T00:00:00.000Z,3123,,0053,,,3123    0053,,5017,10158
25289,78,39,78/39,2013-06-06T00:00:00.000Z,3522,,0076,0077,,3522    0076,,5061,10163
25985,81,30,81/30,2014-01-16T00:00:00.000Z,3089,,0041,,,3089    0041,,5088,10224
25929,78,29,78/29,2013-03-15T00:00:00.000Z,4327,,,"0812,0813,0814,0815,0817",0816,4327    0816,,3200,10171
25960,81,5,81/5,2013-12-18T00:00:00.000Z,0513,,0101,,,0513    0101,,4180,10199
25972,80,40,80/40,2013-12-19T00:00:00.000Z,3950,,0005,,,3950    0005,,5101,10211
25927,78,29,78/29,2013-03-15T00:00:00.000Z,4327,,,"0812,0813,0815,0816,0817",0814,4327    0814,,3200,10171
25976,80,50,80/50,2013-12-11T00:00:00.000Z,3520,,0103,,,3520    0103,,5114,10215
25957,81,25,81/25,2014-03-27T00:00:00.000Z,0479,,0049,,,0479    0049,,4158,10196
25967,81,45,81/45,2014-03-31T00:00:00.000Z,0776,,0050,,,0776    0050,,4177,10206
25930,78,29,78/29,2013-03-15T00:00:00.000Z,4327,,,"0812,0813,0814,0815,0816",0817,4327    0817,,3200,10171
25961,80,29,80/29,2013-10-31T00:00:00.000Z,0519,,0054,,,0519    0054,,4161,10200
25982,81,4,81/4,2013-12-19T00:00:00.000Z,3105,,0109,,,3105    0109,,5087,10221
25296,78,4,78/4,2012-12-06T00:00:00.000Z,4045,,0041,0042,,4045    0041,,5062,10167
25938,82,2,82/2,2014-03-24T00:00:00.000Z,0235,,0158,,,0235    0158,,4147,10178
25933,78,31,78/31,2013-09-12T00:00:00.000Z,4513,,0081,,,4513    0081,,4141,10173
25965,81,17,81/17,2014-02-25T00:00:00.000Z,0617,,0041,,,0617    0041,,4167,10204
25953,81,6,81/6,2013-12-18T00:00:00.000Z,0337,,0006,,,0337    0006,,4154,10192
25613,78,27,78/27,2013-03-25T00:00:00.000Z,4048,,0065,0066,,4048    0065,,5064,10169
25944,80,30,80/30,2013-12-02T00:00:00.000Z,2669,,0023,,,2669    0023,,5074,10184
25601,78,4,78/4,2012-12-06T00:00:00.000Z,4045,,0042,0041,,4045    0042,,5062,10167
25939,82,1,82/1,2014-03-25T00:00:00.000Z,0314,,0034,,,0314    0034,,4148,10179
25928,78,29,78/29,2013-03-15T00:00:00.000Z,4327,,,"0812,0813,0814,0816,0817",0815,4327    0815,,3200,10171
25615,80,14,80/14,2013-09-27T00:00:00.000Z,4057,,0085,0086,0814,4057    0814,,5065,10170
25974,80,34,80/34,2014-08-13T00:00:00.000Z,3530,,0006,0007,0806,3530    0806,,5096,10213
25952,80,45,80/45,2013-11-13T00:00:00.000Z,0333,,0040,,,0333    0040,,4153,10191
25295,77,35,77/35,2012-11-30T00:00:00.000Z,3950,,0014,,,3950    0014,,5020,10166
25962,79,21,79/21,2013-10-28T00:00:00.000Z,0550,,0017,,,0550    0017,,4163,10201
25969,81,21,81/21,2014-03-19T00:00:00.000Z,0889,,0028,,,0889    0028,,4170,10208
25977,81,49,81/49,2014-03-26T00:00:00.000Z,3519,,0052,,,3519    0052,,5100,10216
25958,81,7,81/7,2014-01-13T00:00:00.000Z,0511,,0047,,,0511    0047,,4159,10197
25954,81,29,81/29,2014-03-19T00:00:00.000Z,0441,,0100,"0099,0871,0877,7032,7034,7035",0874,0441    0874,,4178,10193
25970,81,35,81/35,2014-02-24T00:00:00.000Z,4076,,0055,0056,0817,4076    0817,,5102,10209
25979,81,33,81/33,2014-02-14T00:00:00.000Z,3125,,0131,,,3125    0131,,5092,10218
25980,81,20,81/20,2014-02-14T00:00:00.000Z,3125,,0033,,,3125    0033,,5093,10219
25935,80,42,80/42,2013-12-06T00:00:00.000Z,0156,,0264,,,0156    0264,,4144,10175
25926,78,29,78/29,2013-03-15T00:00:00.000Z,4327,,,"0812,0814,0815,0816,0817",0813,4327    0813,,3200,10171
25287,78,39,78/39,2013-06-06T00:00:00.000Z,3522,,0077,0076,,3522    0077,,5061,10163
25941,79,27,79/27,2013-11-25T00:00:00.000Z,0331,,0054,,,0331    0054,,4150,10181
25931,79,11,79/11,2013-06-14T00:00:00.000Z,4472,,0071,,,4472    0071,,5066,10172
25950,80,46,80/46,2013-11-13T00:00:00.000Z,0333,,0042,0041,,0333    0042,,4152,10189
25286,78,41,78/41,2013-03-25T00:00:00.000Z,3509,S,0041,,,3509S   0041,,5025,10162
25981,81,32,81/32,2014-02-14T00:00:00.000Z,3119,,0053,,,3119    0053,,5091,10220
25946,81,24,81/24,2014-01-28T00:00:00.000Z,2669,,0024,,,2669    0024,,5075,10185
25932,76,28,76/28,2012-07-25T00:00:00.000Z,4473,,0131,,,4473    0131,,1996,3021
25959,80,18,80/18,2013-12-05T00:00:00.000Z,0513,,0147,,,0513    0147,,4160,10198
25937,80,11,80/11,2013-09-09T00:00:00.000Z,0205,,0158,,,0205    0158,,4146,10177
25616,77,47,77/47,2012-11-28T00:00:00.000Z,4327,,,"0808,0809,0810,0811",0807,4327    0807,,3200,10171
25948,81,31,81/31,2014-03-31T00:00:00.000Z,2922,,0046,,,2922    0046,,3202,10187
25983,81,10,81/10,2014-01-13T00:00:00.000Z,3098,,0025,,,3098    0025,,5090,10222
25291,78,9,78/9,2012-12-27T00:00:00.000Z,3570,,0059,0060,,3570    0059,,5018,10164
25281,79,7,79/7,2013-06-27T00:00:00.000Z,3102,,0052,,,3102    0052,,5059,10157
25293,78,3,78/3,2012-11-15T00:00:00.000Z,3621,,0041,,,3621    0041,,5019,10165
25968,81,40,81/40,2014-03-31T00:00:00.000Z,0855,,0209,,,0855    0209,,4169,10207
25943,80,35,80/35,2013-12-18T00:00:00.000Z,2560,,0134,,,2560    0134,,5071,10183
25283,78,28,78/28,2013-03-14T00:00:00.000Z,3127,,0095,,,3127    0095,,5024,10159
25975,80,30,80/30,2013-11-21T00:00:00.000Z,3520,,0117,,,3520    0117,,5115,10214
25978,80,49,80/49,2013-11-27T00:00:00.000Z,3136,,0039,,,3136    0039,,3203,10217
25966,80,7,80/7,2013-10-23T00:00:00.000Z,0775,,0051,,,0775    0051,,4168,10205
25984,81,38,81/38,2014-02-28T00:00:00.000Z,3096,,0158,,,3096    0158,,5089,10223
25963,81,47,81/47,2014-03-31T00:00:00.000Z,0615,,0233,,,0615    0233,,4165,10202
30751,93,12,93/12,2016-11-04T00:00:00.000Z,0397,,0034,,,0397    0034,,5447,10326
30101,92,30,92/30,2016-09-30T00:00:00.000Z,0340,,0079,"7000,7001",0830,0340    0830,,5309,10309
30100,88,18,88/18,2016-03-04T00:00:00.000Z,0338,,0041,,,0338    0041,,4297,10308
30745,86,14,86/14,2015-10-28T00:00:00.000Z,0368,,0159,,,0368    0159,,4302,10320
30749,85,37,85/37,2015-05-19T00:00:00.000Z,0393,,0050,,,0393    0050,,4265,10324
30752,82,48,82/48,2014-09-10T00:00:00.000Z,0399,,0069,,,0399    0069,,4214,10327
30743,81,14,81/14,2014-06-12T00:00:00.000Z,0368,,0169,,,0368    0169,,4210,10318
30098,92,25,92/25,2016-09-01T00:00:00.000Z,0333,,0018,,0806,0333    0806,,5402,10306
30419,95,37,95/37,2017-04-26T00:00:00.000Z,0361,,0134,,,0361    0134,,5448,10311
30742,96,6,96/6,2017-06-14T00:00:00.000Z,0363,,0030,,,0363    0030,,5541,10317
30421,88,26,88/26,2015-12-31T00:00:00.000Z,0362,,0112,,,0362    0112,,4298,10313
30738,92,30,92/30,2016-09-30T00:00:00.000Z,0340,,0079,7000,0830,0340    7001,,5309,10309
30737,92,30,92/30,2016-09-30T00:00:00.000Z,0340,,0079,7001,0830,0340    7000,,5309,10309
30747,91,39,91/39,2016-09-21T00:00:00.000Z,0368,,0052,,,0368    0052,,5304,10322
30748,91,40,91/40,2016-09-22T00:00:00.000Z,0368,,0082,,,0368    0082,,5303,10323
30417,97,23,97/23,2017-09-29T00:00:00.000Z,0347,,0023,,,0347    0023,,5618,10310
30746,91,32,91/32,2016-07-14T00:00:00.000Z,0368,,0175,,,0368    0175,,5395,10321
30099,96,25,96/25,2017-07-10T00:00:00.000Z,0335,,0045,,,0335    0045,,5522,10307
30097,82,23,82/23,2014-06-10T00:00:00.000Z,0331,,,,,0331    0028,,4204,10305
30740,88,31,88/31,2016-09-22T00:00:00.000Z,0363,,0122,,,0363    0122,,5301,10315
30420,86,2,86/2,2015-06-24T00:00:00.000Z,0362,,0235,,,0362    0235,,4283,10312
30418,93,13,93/13,2017-01-06T00:00:00.000Z,0361,,0134,,,0361    0134,,5448,10311
30744,81,13,81/13,2014-06-12T00:00:00.000Z,0368,,0170,,,0368    0170,,4207,10319
30741,94,10,94/10,2017-01-30T00:00:00.000Z,0363,,0010,,,0363    0010,,5473,10316
30750,89,17,89/17,2016-02-26T00:00:00.000Z,0397,,0035,,,0397    0035,,4296,10325
30739,96,38,96/38,2017-08-11T00:00:00.000Z,0362,,0281,,,0362    0281,,5536,10314
27225,82,50,82/50,2014-09-18T00:00:00.000Z,1111,,0103,,,1111    0103,,103,10263
27537,94,43,94/43,2017-02-27T00:00:00.000Z,0093,,0107,,,0093    0107,,5458,10268
27218,84,13,84/13,2014-11-21T00:00:00.000Z,0206,,0024,,,0206    0024,,4230,10256
27207,83,1,83/1,2014-07-24T00:00:00.000Z,0109,,0028,,,0109    0028,,4197,10244
27202,,,AO73380,2015-01-28T00:00:00.000Z,1805,,0001,,,1805    0001,AO73380,1067,64
